NAME,ID,Total_Amount,,
Atlanta,5.26E+16,7445,,
Gabi,4.85E+16,1229,,
Louella,6.06E+16,6804,,
Aili,4.17E+16,2741,,
Annabela,4.88E+16,7000,,
Cassandra,4.79E+16,6545,,
Lexine,6.59E+16,7747,,
Neila,4.67E+16,4940,,
Elora,6.08E+16,8046,,
Lolita,6.24E+16,9039,,
Helsa,6.91E+16,5964,,
Linzy,5.48E+16,4911,,
Althea,6.60E+16,2772,,
Mureil,4.08E+16,8367,,
Larine,4.04E+16,2241,,
Carilyn,4.67E+16,5776,,
Estell,4.11E+16,3454,,
Charmaine,5.58E+16,8311,,
Gabriellia,4.22E+16,8178,,
Elsie,6.68E+16,5110,,
Anallese,6.61E+16,8941,,
Blake,4.10E+16,1126,,
Gertrud,6.49E+16,9377,,
Frances,6.57E+16,3387,,
Almeta,6.24E+16,5157,,
Marita,6.91E+16,3769,,
Brena,6.86E+16,2407,,
Dorene,4.77E+16,7759,,
Agnese,4.98E+16,7176,,
Peri,4.35E+16,4565,,
Gusty,5.25E+16,5656,,
Gwyneth,5.86E+16,8306,,
Karlee,6.73E+16,3431,,
Teriann,6.18E+16,3210,,
Lexine,4.66E+16,6428,,
Joelly,4.55E+16,1335,,
Merci,6.16E+16,7269,,
Emmey,6.66E+16,6967,,
Benita,6.52E+16,8641,,
Nariko,6.05E+16,4928,,
Myriam,4.38E+16,1837,,
Margarette,6.97E+16,5403,,
Dari,5.24E+16,9408,,
Aeriela,6.71E+16,3276,,
Ruthe,6.36E+16,1514,,
Cherrita,6.37E+16,1456,,
Aeriela,5.60E+16,9256,,
Olivette,4.63E+16,8047,,
Misha,5.17E+16,5272,,
Reeba,6.75E+16,4945,,
Arlina,6.06E+16,8150,,
Nerta,5.72E+16,9968,,
Consuela,5.82E+16,1819,,
Carmela,5.59E+16,3749,,
Caressa,5.94E+16,1266,,
Annice,6.38E+16,5517,,
Brana,6.83E+16,6640,,
Maurene,4.10E+16,9188,,
Elise,5.28E+16,2135,,
Jacquetta,4.62E+16,3911,,
Randa,5.30E+16,2280,,
Karena,5.79E+16,6739,,
Bertine,4.08E+16,4276,,
Gloria,4.55E+16,9044,,
Alexine,5.34E+16,2998,,
Nonnah,4.37E+16,8129,,
Cathyleen,4.45E+16,8234,,
Cassondra,4.61E+16,2903,,
Veda,6.76E+16,9849,,
Lesly,6.23E+16,2534,,
Kirstin,6.74E+16,5774,,
Blinni,6.45E+16,5480,,
Margette,4.31E+16,9522,,
Marylou,4.47E+16,4134,,
Alyssa,4.49E+16,6786,,
Karlee,5.08E+16,7669,,
Jaclyn,5.90E+16,8118,,
Ninnetta,5.96E+16,3584,,
Orelia,6.61E+16,2539,,
Candi,4.48E+16,6547,,
Lulita,5.70E+16,4310,,
Ellette,6.38E+16,9577,,
Dione,5.21E+16,3233,,
Michaelina,6.42E+16,2323,,
Averyl,4.91E+16,2855,,
Maridel,6.62E+16,7978,,
Joleen,5.63E+16,9284,,
Rosaline,6.03E+16,7858,,
Marcy,5.47E+16,3657,,
Allis,4.71E+16,1527,,
Quintina,6.63E+16,4122,,
Netty,6.66E+16,5418,,
Carilyn,6.18E+16,5287,,
Harrietta,6.77E+16,4726,,
Leia,5.99E+16,1926,,
Selma,5.03E+16,1748,,
Alex,6.78E+16,7102,,
Halette,4.99E+16,7943,,
Camile,4.04E+16,5556,,
Natka,5.01E+16,3835,,
Claudina,4.95E+16,8661,,
Adelle,5.40E+16,5541,,
Lory,4.77E+16,5489,,
Beatriz,5.70E+16,4620,,
Elie,5.23E+16,6519,,
Gusty,6.15E+16,6099,,
Kristan,6.66E+16,6216,,
Lynde,6.97E+16,5983,,
Tierney,4.91E+16,1426,,
Susette,5.89E+16,6521,,
Vere,4.43E+16,6266,,
Jemie,4.04E+16,3228,,
Olwen,5.08E+16,4884,,
Anthia,6.88E+16,6519,,
Gisela,4.69E+16,8502,,
Caritta,5.55E+16,5189,,
Mildrid,6.71E+16,2899,,
Doralynne,6.16E+16,3285,,
Frieda,6.20E+16,1368,,
Aaren,6.72E+16,3968,,
Gavrielle,5.88E+16,5343,,
Eugine,6.31E+16,3195,,
Lynea,6.40E+16,3821,,
Cissiee,5.36E+16,4099,,
Marleah,6.41E+16,7860,,
Cissiee,6.03E+16,6455,,
Carly,4.68E+16,1142,,
Jan,5.89E+16,3242,,
Sissy,6.07E+16,4634,,
Barbara,6.06E+16,2138,,
Nerta,5.65E+16,6647,,
Gianina,5.86E+16,2216,,
Janenna,6.59E+16,1828,,
Lauryn,6.47E+16,7340,,
Amara,5.26E+16,8131,,
Roseline,5.33E+16,7486,,
Gusella,6.93E+16,6015,,
Talya,4.28E+16,2619,,
Dominga,4.48E+16,4770,,
Delilah,5.41E+16,7861,,
Eadie,5.61E+16,2431,,
Lyssa,6.04E+16,6762,,
Angela,6.64E+16,8581,,
Rozele,4.15E+16,5914,,
Debee,5.90E+16,5339,,
Cristine,5.96E+16,5619,,
Judy,4.43E+16,1854,,
Nickie,5.52E+16,9958,,
Emelina,5.21E+16,6948,,
Modestia,5.97E+16,8487,,
Blondelle,6.18E+16,5307,,
Annaliese,5.58E+16,6782,,
Brena,4.39E+16,7537,,
Deloria,6.52E+16,2203,,
Annice,4.61E+16,4305,,
Hildegaard,5.78E+16,5130,,
Queenie,5.89E+16,6298,,
Clarice,5.23E+16,5738,,
Dede,5.97E+16,1067,,
Marsiella,6.63E+16,7865,,
Christy,5.88E+16,5150,,
Caritta,5.14E+16,8835,,
Nataline,4.20E+16,2882,,
Barbara,5.89E+16,4562,,
Julieta,6.17E+16,9442,,
Bobbi,4.17E+16,6916,,
Justinn,5.18E+16,6154,,
Andree,5.19E+16,7985,,
Sashenka,6.03E+16,6901,,
Britni,6.38E+16,2551,,
Harrietta,4.43E+16,6007,,
Collen,6.35E+16,7807,,
Jessy,4.19E+16,7736,,
Elyssa,5.66E+16,7679,,
Renae,5.69E+16,7112,,
Lulita,5.57E+16,9131,,
Annora,4.21E+16,9044,,
Amii,5.79E+16,4511,,
Adele,5.86E+16,2156,,
Shell,6.49E+16,8610,,
Norine,4.86E+16,3539,,
Harmonia,4.40E+16,8354,,
Carmencita,5.13E+16,7867,,
Gisela,6.80E+16,5754,,
Carol-Jean,6.33E+16,4120,,
Carree,6.09E+16,9723,,
Grier,5.47E+16,4200,,
Sue,5.00E+16,8727,,
Pearline,6.70E+16,2933,,
Katleen,6.45E+16,2353,,
Zia,5.25E+16,8693,,
Jean,6.35E+16,4827,,
Silvana,5.38E+16,1899,,
Sindee,6.47E+16,2487,,
Silvana,6.73E+16,8342,,
Brietta,6.75E+16,4685,,
Roseline,4.54E+16,9503,,
Maryellen,4.64E+16,9664,,
Shaylyn,4.53E+16,6079,,
Lesly,6.08E+16,4532,,
Kirstin,5.01E+16,6808,,
Nicoli,6.56E+16,1389,,
Jillayne,4.10E+16,7565,,
Paulita,6.91E+16,1299,,
Dotty,4.93E+16,3954,,
Elfreda,4.27E+16,7380,,
Helena,5.80E+16,1813,,
Gwyneth,4.01E+16,4415,,
Kerrin,5.88E+16,1094,,
Georgina,5.97E+16,8243,,
Philis,5.37E+16,9213,,
Lilith,6.16E+16,4689,,
Di,6.77E+16,2195,,
Wendi,6.23E+16,7858,,
Dawn,4.04E+16,3060,,
Ardenia,5.36E+16,8807,,
Lisette,5.07E+16,8077,,
Daryl,6.30E+16,7296,,
Joane,6.12E+16,9818,,
Wilma,6.07E+16,8399,,
Lynnea,5.59E+16,3396,,
Nadine,4.57E+16,9536,,
Marguerite,4.85E+16,5611,,
Joleen,4.73E+16,5016,,
Celisse,5.80E+16,8482,,
Mady,6.51E+16,6513,,
Debee,4.15E+16,9514,,
Mureil,4.98E+16,4735,,
Livvyy,4.64E+16,9989,,
Odessa,6.82E+16,2569,,
Winifred,4.66E+16,9738,,
Leanna,5.39E+16,3627,,
Anica,4.40E+16,2067,,
Celisse,6.31E+16,6605,,
Mady,6.37E+16,3119,,
Chloris,4.28E+16,9648,,
Lexine,6.89E+16,6047,,
Miquela,4.23E+16,9377,,
Di,5.03E+16,8966,,
Genevra,6.38E+16,5556,,
Sibella,6.77E+16,3904,,
Mara,5.95E+16,7229,,
Atlanta,4.63E+16,7980,,
Lucille,6.32E+16,6008,,
Vonny,5.82E+16,7703,,
Brandise,4.11E+16,8145,,
Lanae,4.60E+16,9618,,
Babita,4.39E+16,4173,,
Deane,4.51E+16,1744,,
Lila,5.87E+16,9670,,
Konstance,5.50E+16,7869,,
Arlina,4.92E+16,9429,,
Lorie,6.99E+16,1804,,
Karena,5.19E+16,6067,,
Marcelline,4.88E+16,7541,,
Codie,6.33E+16,6609,,
Katuscha,6.13E+16,7810,,
Flo,5.80E+16,1621,,
Gratia,5.71E+16,1641,,
Lexine,5.90E+16,1774,,
Nataline,5.32E+16,9809,,
Anestassia,5.29E+16,8525,,
Ernesta,5.07E+16,1088,,
Etta,4.42E+16,4261,,
Joceline,4.24E+16,8122,,
Dennie,6.62E+16,8098,,
Linzy,6.98E+16,3429,,
Marsiella,5.18E+16,1625,,
Nananne,6.52E+16,6580,,
Hermione,4.71E+16,3616,,
Joceline,5.52E+16,1501,,
Olivette,4.47E+16,7155,,
Sherrie,4.95E+16,9858,,
Rosene,6.55E+16,5077,,
Agnese,4.96E+16,9799,,
Aaren,4.77E+16,4197,,
Cassondra,4.70E+16,3639,,
Addia,6.80E+16,9092,,
Evita,5.12E+16,2231,,
Kamilah,4.10E+16,8517,,
Renae,4.50E+16,1931,,
Demetris,6.97E+16,6863,,
Ada,4.64E+16,6549,,
Rosaline,6.85E+16,3898,,
Fernande,6.48E+16,3182,,
Stacey,4.42E+16,3405,,
Corene,6.81E+16,9780,,
Ayn,6.08E+16,8254,,
Marylou,5.00E+16,7085,,
Tybie,5.35E+16,1628,,
Danika,6.30E+16,2833,,
Correy,4.14E+16,6449,,
Jere,6.12E+16,2430,,
Willetta,5.90E+16,3563,,
Tori,6.05E+16,3364,,
Phylis,6.10E+16,5073,,
Jany,5.93E+16,8167,,
Lanae,4.20E+16,8207,,
Aili,6.93E+16,4023,,
Joelly,5.84E+16,8352,,
Agathe,5.64E+16,1290,,
Shannah,4.82E+16,5212,,
Gilligan,4.85E+16,5358,,
Cherrita,5.39E+16,9584,,
Aurelie,4.60E+16,2795,,
Georgina,4.04E+16,1540,,
Dorthy,5.61E+16,2602,,
Vivia,5.17E+16,6192,,
Vere,4.14E+16,4177,,
Alie,5.69E+16,5510,,
Myriam,4.37E+16,2668,,
Eolanda,4.29E+16,9084,,
Rori,5.05E+16,4161,,
Lizzie,5.36E+16,1493,,
Trudie,6.95E+16,3656,,
Philis,5.76E+16,9823,,
Bernardine,5.57E+16,7186,,
Dennie,5.20E+16,9374,,
Clo,4.85E+16,1426,,
Talya,4.93E+16,9466,,
Emma,5.25E+16,5566,,
Tomasina,6.18E+16,2623,,
Fawne,5.05E+16,1236,,
Brietta,5.22E+16,4546,,
Phedra,6.52E+16,8754,,
Marleah,5.90E+16,4340,,
Nicoli,5.18E+16,1566,,
Cherilyn,6.27E+16,1280,,
Latisha,4.46E+16,8664,,
Britte,5.29E+16,4795,,
Kore,4.95E+16,4293,,
Randa,4.01E+16,8780,,
Dorice,4.31E+16,1884,,
Danny,6.23E+16,5677,,
Nonnah,4.94E+16,1471,,
Johna,4.42E+16,5787,,
Louella,6.78E+16,3807,,
Latisha,6.02E+16,1022,,
Raina,4.50E+16,8765,,
Ana,6.59E+16,1362,,
Valli,5.80E+16,5772,,
Nollie,5.71E+16,9770,,
Nananne,6.75E+16,1559,,
Jany,6.82E+16,4935,,
Ernesta,5.31E+16,1648,,
Ardys,6.23E+16,4828,,
Christal,4.92E+16,5748,,
Fina,5.19E+16,6141,,
Georgetta,5.28E+16,2511,,
Susette,6.23E+16,5631,,
Kelly,4.68E+16,4585,,
Claresta,6.33E+16,1383,,
Philis,5.35E+16,5470,,
Mariele,4.90E+16,4073,,
Starla,4.42E+16,4354,,
Ira,5.98E+16,5666,,
Jolyn,5.78E+16,3367,,
Drucie,5.11E+16,8763,,
Nita,4.30E+16,2484,,
Adelle,5.31E+16,6618,,
Renie,5.43E+16,5596,,
Gaylene,5.14E+16,8709,,
Dode,6.41E+16,1146,,
Livvyy,5.30E+16,3582,,
Kamilah,4.67E+16,2289,,
Bettine,6.71E+16,4286,,
Moyna,5.79E+16,3278,,
Justinn,6.87E+16,3952,,
Chloris,6.12E+16,5792,,
Leanna,4.34E+16,2382,,
Beatriz,4.64E+16,5108,,
Eolanda,6.64E+16,4735,,
Brynna,5.21E+16,8835,,
Misha,6.16E+16,7878,,
Elyssa,5.27E+16,2392,,
Aili,6.63E+16,1810,,
Brandise,5.46E+16,6977,,
Ilse,4.67E+16,3185,,
Jacenta,6.44E+16,2346,,
Tatiania,4.45E+16,7014,,
Marnia,6.69E+16,5490,,
Alyssa,6.06E+16,8256,,
Hyacinthe,4.94E+16,2738,,
Latisha,4.87E+16,9450,,
Farrah,6.90E+16,1138,,
Quintina,4.13E+16,3507,,
Quintina,4.36E+16,9203,,
Nananne,4.54E+16,5715,,
Carree,5.64E+16,5927,,
Gavrielle,5.31E+16,3854,,
Arabel,5.30E+16,7123,,
Cyndie,4.44E+16,4571,,
Keelia,4.16E+16,7359,,
Teddie,6.57E+16,8322,,
Teriann,6.85E+16,2767,,
Nariko,6.91E+16,3316,,
Jordan,6.08E+16,9175,,
Katleen,4.94E+16,8218,,
Maisey,6.99E+16,5492,,
Clary,4.03E+16,6590,,
Catrina,6.57E+16,2053,,
Aeriela,6.97E+16,9325,,
Yetty,6.31E+16,2961,,
Chloris,4.58E+16,2024,,
Dotty,5.56E+16,4613,,
Tami,6.59E+16,8473,,
Coral,6.11E+16,8719,,
Lynnea,6.81E+16,9473,,
Joy,6.93E+16,1001,,
Evaleen,5.00E+16,6268,,
Celisse,5.41E+16,8196,,
Ingrid,6.65E+16,2329,,
Danny,6.90E+16,5400,,
Silvana,5.35E+16,7361,,
Janeczka,6.04E+16,5564,,
Caritta,6.99E+16,6924,,
Maurene,6.96E+16,8070,,
Misha,5.89E+16,9329,,
Jorry,4.88E+16,2081,,
Roz,6.83E+16,7790,,
Jacenta,5.19E+16,3786,,
Nadine,6.55E+16,3165,,
Jaime,6.71E+16,6390,,
Romona,6.44E+16,3736,,
Wanda,5.41E+16,6831,,
Sissy,5.59E+16,4058,,
Myrtice,5.52E+16,8036,,
Barbi,5.01E+16,1479,,
Edyth,6.21E+16,8854,,
Laurene,4.71E+16,3414,,
Babita,6.44E+16,5861,,
Elka,5.02E+16,5860,,
Barbi,4.01E+16,7638,,
Arlena,5.39E+16,6789,,
Joleen,4.57E+16,7911,,
Dolli,4.68E+16,8335,,
Lynea,5.01E+16,2716,,
Chandra,6.89E+16,4402,,
Joeann,4.87E+16,3138,,
Sue,6.85E+16,4606,,
Gilda,6.17E+16,1457,,
Cassondra,4.28E+16,6736,,
Gabriellia,4.86E+16,6269,,
Adele,4.34E+16,6177,,
Larine,6.81E+16,2907,,
Kial,4.00E+16,1998,,
Briney,5.60E+16,1976,,
Elfreda,4.53E+16,6196,,
Daryl,5.86E+16,7451,,
Micheline,5.03E+16,5490,,
Sherrie,6.09E+16,4222,,
Nelle,6.52E+16,1724,,
Addia,6.21E+16,5303,,
Adelle,4.05E+16,4615,,
Cristabel,5.64E+16,1537,,
Keelia,5.98E+16,8045,,
Blake,5.49E+16,7237,,
Lanae,5.56E+16,8187,,
Penelopa,5.67E+16,8943,,
Ricky,5.73E+16,2375,,
Georgetta,6.98E+16,7448,,
Sharai,6.16E+16,9146,,
Lelah,5.82E+16,2877,,
Bertine,6.53E+16,5451,,
Nickie,4.82E+16,8159,,
Robinia,6.94E+16,5091,,
Penelopa,4.19E+16,7141,,
Goldie,6.62E+16,2055,,
Vanessa,6.26E+16,6761,,
Molli,6.73E+16,3244,,
Candy,4.38E+16,9071,,
Florencia,4.87E+16,2590,,
Daune,5.66E+16,5297,,
Myriam,5.94E+16,2089,,
Maisey,6.64E+16,4489,,
Heida,4.74E+16,6260,,
Agnese,4.01E+16,3242,,
Jaclyn,6.80E+16,9825,,
Tracey,6.22E+16,6516,,
Mamie,6.54E+16,6205,,
Paola,6.93E+16,5511,,
Deirdre,6.00E+16,8841,,
Cyb,5.01E+16,2414,,
Kellen,4.76E+16,9455,,
Helsa,6.85E+16,2828,,
Babita,4.34E+16,3074,,
Addia,4.64E+16,5411,,
Mady,5.98E+16,9303,,
Rosaline,6.64E+16,6962,,
Consuela,4.54E+16,3964,,
Addia,4.08E+16,1098,,
Caressa,4.31E+16,3474,,
Andree,4.13E+16,8783,,
Marnia,6.82E+16,5788,,
Candi,6.37E+16,4849,,
Tera,6.03E+16,8383,,
June,4.44E+16,1525,,
Raquela,5.41E+16,5159,,
Blinni,5.76E+16,4483,,
Elbertina,4.37E+16,9380,,
June,6.18E+16,9894,,
Malina,6.82E+16,5414,,
Johna,5.02E+16,7678,,
Mireielle,4.37E+16,5392,,
Evaleen,5.24E+16,4368,,
Susan,5.80E+16,9840,,
Katharina,5.18E+16,5205,,
Helena,4.50E+16,9756,,
Allis,4.62E+16,2161,,
Veda,4.79E+16,1710,,
Sandie,6.94E+16,2620,,
Tera,4.93E+16,9161,,
Emylee,4.28E+16,5887,,
Edee,6.41E+16,1081,,
Micheline,4.57E+16,6589,,
Ethel,5.66E+16,1679,,
Aryn,4.66E+16,2383,,
Margette,4.68E+16,4726,,
Paola,5.22E+16,2041,,
Amii,5.11E+16,6051,,
Therine,4.31E+16,4079,,
Hyacinthe,6.71E+16,1489,,
Lacie,6.28E+16,5333,,
Rani,4.70E+16,8461,,
Daphne,6.93E+16,1653,,
Georgetta,6.01E+16,3748,,
Agnese,5.79E+16,6375,,
Aurelie,4.85E+16,2032,,
Allis,6.45E+16,3228,,
Trixi,4.45E+16,2580,,
Cristabel,5.13E+16,2900,,
Sam,5.25E+16,3343,,
Melanie,6.29E+16,6956,,
Estell,4.75E+16,6382,,
Agathe,5.17E+16,3234,,
Selma,6.16E+16,6110,,
Arlena,5.65E+16,2638,,
Tomasina,4.43E+16,3291,,
Ayn,6.67E+16,7237,,
Bobinette,5.39E+16,3953,,
Donetta,5.58E+16,3514,,
Allyce,4.63E+16,3594,,
Layla,5.93E+16,6915,,
Suzette,4.61E+16,9958,,
Maurene,4.63E+16,2682,,
Karlee,6.35E+16,9249,,
Bettine,6.95E+16,8801,,
Tobe,6.52E+16,4895,,
Aaren,4.27E+16,7983,,
Annice,6.73E+16,3871,,
Lorie,6.53E+16,7299,,
Joelly,6.12E+16,1401,,
Mara,4.56E+16,6157,,
Merry,5.12E+16,7769,,
Nadine,5.18E+16,1374,,
Shel,6.31E+16,5676,,
Blinni,6.30E+16,3703,,
Agathe,5.81E+16,1601,,
Liana,4.89E+16,7979,,
Tamqrah,6.63E+16,5355,,
Mildrid,4.05E+16,9496,,
Vinita,4.25E+16,1336,,
Augustine,6.93E+16,3109,,
Amelia,6.95E+16,3296,,
Ebonee,6.68E+16,3442,,
Annaliese,6.42E+16,9848,,
Rosene,6.67E+16,9399,,
Ida,4.19E+16,6974,,
Rozele,5.78E+16,8300,,
Adriana,5.41E+16,7471,,
Vinita,4.52E+16,6681,,
Dagmar,5.67E+16,1945,,
Shell,4.58E+16,9581,,
Joeann,4.80E+16,4645,,
Mildrid,6.62E+16,8925,,
Mady,4.29E+16,9630,,
Annice,6.57E+16,8462,,
Ann-Marie,4.67E+16,7786,,
Jenilee,4.55E+16,9535,,
Vevay,6.67E+16,3457,,
Glenda,6.09E+16,3981,,
Rosaline,6.49E+16,1975,,
Yvonne,4.36E+16,7068,,
Tina,6.33E+16,3852,,
Tiffie,5.64E+16,5245,,
Gaylene,4.70E+16,2806,,
Trudie,5.65E+16,5712,,
Donetta,4.53E+16,7341,,
Leontine,5.46E+16,2661,,
Misha,5.05E+16,6966,,
Concettina,5.75E+16,1863,,
Corry,4.85E+16,3968,,
Christal,5.42E+16,8341,,
Kenna,5.33E+16,6233,,
Maridel,4.55E+16,4167,,
Carolina,4.87E+16,7207,,
Fred,4.57E+16,2872,,
Hallie,6.75E+16,6229,,
Viviene,5.96E+16,1066,,
Pierette,6.43E+16,2854,,
Catrina,6.59E+16,5858,,
Robbi,6.52E+16,6168,,
Arabel,4.83E+16,6270,,
Delilah,5.10E+16,7431,,
Beth,4.42E+16,5922,,
Mahalia,6.78E+16,6170,,
Bobbi,5.26E+16,9467,,
Lisette,5.76E+16,4624,,
Gavrielle,5.65E+16,4701,,
Jemie,5.44E+16,8112,,
Sharai,4.09E+16,7330,,
Sara-Ann,5.22E+16,3869,,
Priscilla,4.90E+16,7580,,
Lulita,4.26E+16,5984,,
Fidelia,4.99E+16,9855,,
Mahalia,5.48E+16,4873,,
Eolanda,4.52E+16,9940,,
Katuscha,5.66E+16,5814,,
Ardeen,5.50E+16,6394,,
Shannah,6.35E+16,7075,,
Jackie,4.49E+16,6698,,
Fanny,4.01E+16,9426,,
Yvonne,4.93E+16,5386,,
Barbi,4.13E+16,6947,,
Tami,4.70E+16,5988,,
Alleen,4.41E+16,5619,,
Alia,5.62E+16,2278,,
Modestia,6.56E+16,3220,,
Lila,5.93E+16,5636,,
Deane,6.69E+16,7661,,
Tomasina,4.76E+16,6273,,
Daryl,4.90E+16,7048,,
Cassondra,6.56E+16,1353,,
Alia,4.43E+16,6233,,
Randa,5.47E+16,6044,,
Rhoda,4.45E+16,1786,,
Taffy,5.87E+16,8158,,
Jerry,5.84E+16,5980,,
Elena,5.52E+16,3940,,
Mara,4.72E+16,5826,,
Emylee,4.24E+16,2346,,
Althea,6.78E+16,6973,,
Dolli,5.69E+16,9636,,
Yetty,4.81E+16,8900,,
Natka,5.40E+16,9698,,
Allyce,4.10E+16,7878,,
Wilma,5.30E+16,3852,,
Shaine,5.95E+16,7382,,
Liana,6.43E+16,5773,,
Kirstin,4.68E+16,7528,,
Kittie,6.21E+16,2258,,
Merle,4.75E+16,4089,,
Tersina,5.03E+16,6112,,
Cam,6.73E+16,8074,,
Philis,5.10E+16,1214,,
Kerrin,5.69E+16,9853,,
Harrietta,5.36E+16,5734,,
Teddie,6.50E+16,1844,,
Marline,6.50E+16,5264,,
Lily,5.78E+16,1441,,
Kial,4.76E+16,7285,,
Tina,6.28E+16,8054,,
Rayna,6.53E+16,2634,,
Cassandra,6.81E+16,1281,,
Viki,4.03E+16,6324,,
Quintina,5.66E+16,6260,,
Renae,4.78E+16,2137,,
Maye,4.13E+16,4408,,
Di,5.64E+16,1146,,
Mellicent,6.33E+16,3422,,
Daphne,5.60E+16,9980,,
Bernie,4.48E+16,6613,,
Violet,4.26E+16,5302,,
Tarra,5.41E+16,8572,,
Susette,6.65E+16,2957,,
Farrah,6.26E+16,7311,,
Kirbee,6.96E+16,6659,,
Karena,5.62E+16,1220,,
Zia,4.83E+16,6721,,
Fanny,5.17E+16,6203,,
Anestassia,5.92E+16,2798,,
Jolyn,5.09E+16,1696,,
Orsola,6.20E+16,2017,,
Merry,6.25E+16,3604,,
Farrah,5.04E+16,3587,,
Susan,4.76E+16,5431,,
Ericka,4.28E+16,1298,,
Joeann,4.00E+16,3300,,
Lulita,4.31E+16,3737,,
Priscilla,5.05E+16,1313,,
Gerrie,4.88E+16,3978,,
Nananne,5.73E+16,2440,,
Kary,6.35E+16,9793,,
Deedee,6.68E+16,1880,,
Ermengarde,4.24E+16,8530,,
Marcelline,4.25E+16,2878,,
Roxane,4.46E+16,3416,,
Jenilee,5.55E+16,4454,,
Emmey,4.03E+16,2439,,
Neila,4.04E+16,3954,,
Lanna,5.86E+16,3265,,
Tatiania,5.66E+16,9731,,
Estell,6.96E+16,9392,,
Deane,4.01E+16,6409,,
Emma,4.62E+16,6405,,
Sharai,5.87E+16,3818,,
Berget,6.57E+16,7912,,
Sam,4.84E+16,2534,,
Talya,6.07E+16,3155,,
Gale,6.22E+16,2884,,
Kayla,6.89E+16,3230,,
Teddie,5.67E+16,4051,,
Marnia,5.33E+16,4434,,
Robbi,6.30E+16,4630,,
Konstance,4.09E+16,7538,,
Deirdre,5.89E+16,1081,,
Millie,5.23E+16,7332,,
Lita,4.88E+16,9596,,
Ekaterina,5.01E+16,3449,,
Drucie,4.23E+16,5191,,
Linet,4.39E+16,4394,,
Romona,6.38E+16,3099,,
Nickie,6.21E+16,9204,,
Berget,5.88E+16,3882,,
Emelina,6.68E+16,5001,,
Vivia,5.92E+16,3789,,
Lulita,5.97E+16,1815,,
Frank,6.35E+16,1631,,
Wynne,4.92E+16,2952,,
Gerrie,5.58E+16,5137,,
Rochette,5.32E+16,9374,,
Nonnah,4.42E+16,4761,,
Britni,4.75E+16,4252,,
Zaria,6.60E+16,3335,,
June,5.76E+16,4215,,
Caressa,6.11E+16,4181,,
Rosaline,6.84E+16,7616,,
Andeee,6.87E+16,9770,,
Lynde,4.55E+16,5591,,
Lulita,6.32E+16,1556,,
Roberta,5.02E+16,3789,,
Dorthy,6.16E+16,3461,,
Cathie,5.94E+16,3030,,
Mariann,4.82E+16,5181,,
Sara-Ann,6.05E+16,4649,,
Kary,5.68E+16,3748,,
Hildegaard,5.98E+16,1458,,
Jorry,6.51E+16,5917,,
Frieda,4.12E+16,7341,,
Ardeen,4.30E+16,3571,,
Blondelle,5.21E+16,1416,,
Leona,6.55E+16,7768,,
Bettine,5.77E+16,8272,,
Caritta,5.77E+16,2174,,
Ekaterina,4.53E+16,5593,,
Regina,6.14E+16,6959,,
Nonnah,5.11E+16,4522,,
Iseabal,5.47E+16,6446,,
Etta,5.47E+16,1473,,
Cindelyn,5.30E+16,7780,,
Joy,5.70E+16,1843,,
Goldie,5.54E+16,1714,,
Lily,4.82E+16,2561,,
Lulita,4.15E+16,2125,,
Maud,6.62E+16,6525,,
Josephine,4.18E+16,3689,,
Celisse,5.55E+16,3823,,
Kaia,5.60E+16,1497,,
Lelah,6.52E+16,5816,,
Letizia,5.35E+16,1654,,
Isa,4.87E+16,4458,,
Neila,6.63E+16,6918,,
Meg,5.90E+16,3479,,
Jerry,4.99E+16,2439,,
Celene,6.44E+16,6479,,
Cam,5.91E+16,1919,,
Charlena,5.08E+16,6142,,
Meriel,6.17E+16,1152,,
Devina,6.33E+16,5842,,
Brooks,5.60E+16,8538,,
Harmonia,5.12E+16,1234,,
Meghann,4.55E+16,2970,,
Juliane,4.20E+16,4107,,
Nikki,5.26E+16,5156,,
Neila,5.68E+16,8707,,
Gusella,5.24E+16,7262,,
Farrah,6.79E+16,1320,,
Susette,4.54E+16,4407,,
Julieta,6.80E+16,9243,,
Elyssa,6.69E+16,8319,,
Debee,4.02E+16,1296,,
Allis,4.62E+16,1795,,
Katleen,6.87E+16,6375,,
Ernesta,6.11E+16,3333,,
Pierette,4.86E+16,1113,,
Cecile,5.59E+16,2971,,
Orsola,6.87E+16,8860,,
Aurore,6.47E+16,8052,,
Ardys,5.73E+16,9439,,
Chastity,4.81E+16,3495,,
Roslyn,5.12E+16,5864,,
Bettine,4.81E+16,7432,,
Marline,5.82E+16,5952,,
Marinna,6.69E+16,9605,,
Emylee,5.46E+16,8511,,
Elie,6.75E+16,9826,,
Briney,6.67E+16,5850,,
Donnie,4.56E+16,3315,,
Nelle,6.30E+16,8088,,
Joelly,4.59E+16,9086,,
Sidoney,4.64E+16,3428,,
Heida,6.65E+16,8720,,
Rosene,6.91E+16,6353,,
Shannah,5.31E+16,9605,,
Cyndie,4.55E+16,2814,,
Willetta,4.19E+16,7473,,
Gaylene,4.15E+16,4874,,
Winifred,4.84E+16,4743,,
Susette,5.81E+16,6846,,
Juliane,4.67E+16,1016,,
Jerry,4.07E+16,9753,,
Lilith,5.83E+16,1059,,
Rori,4.55E+16,1039,,
Lila,5.36E+16,1080,,
Beth,4.60E+16,4272,,
